cohort,site,siteState,family,roleOrKind,slug,titleOrQuery,url,clicks,impressions,ctr,position,band,decision,immediateContentMutation,earliestActionDate,reason
expansion757,smarthome,recovery,smart-wall-switches,fit,smart-wall-switches-compatibility-and-fit-guide,Smart Wall Switches: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/smart-wall-switches-compatibility-and-fit-guide,0,1,0%,3,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,smart-wall-switches,ownership,smart-wall-switches-ownership-cost-and-maintenance,Smart Wall Switches: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/smart-wall-switches-ownership-cost-and-maintenance,0,1,0%,8,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,smart-wall-switches,workflow,smart-wall-switches-setup-and-daily-workflow,Smart Wall Switches: Setup and Daily Workflow,https://smarthome.madabase.com/guides/smart-wall-switches-setup-and-daily-workflow,0,3,0%,34,position-21-40,query-fit-and-evidence-review,hold,rollout-complete-plus-3-days,"Mid-pack visibility on an affected host needs exact query-fit review after rollout, not a broad template rewrite."
expansion757,smarthome,recovery,smart-dimmer-switches,buying,smart-dimmer-switches-buying-guide,Smart Dimmer Switches Buying Guide,https://smarthome.madabase.com/guides/smart-dimmer-switches-buying-guide,0,1,0%,78,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,smart-dimmer-switches,comparison,smart-dimmer-switches-vs-alternatives,Smart Dimmer Switches vs. standard switches with smart bulbs,https://smarthome.madabase.com/guides/smart-dimmer-switches-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-dimmer-switches,fit,smart-dimmer-switches-compatibility-and-fit-guide,Smart Dimmer Switches: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/smart-dimmer-switches-compatibility-and-fit-guide,0,3,0%,49.67,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,smart-dimmer-switches,ownership,smart-dimmer-switches-ownership-cost-and-maintenance,Smart Dimmer Switches: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/smart-dimmer-switches-ownership-cost-and-maintenance,0,1,0%,54,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,smart-dimmer-switches,workflow,smart-dimmer-switches-setup-and-daily-workflow,Smart Dimmer Switches: Setup and Daily Workflow,https://smarthome.madabase.com/guides/smart-dimmer-switches-setup-and-daily-workflow,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-power-strips,buying,smart-power-strips-buying-guide,Smart Power Strips Buying Guide,https://smarthome.madabase.com/guides/smart-power-strips-buying-guide,0,9,0%,75.89,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,smart-power-strips,comparison,smart-power-strips-vs-alternatives,Smart Power Strips vs. individual smart plugs,https://smarthome.madabase.com/guides/smart-power-strips-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-power-strips,fit,smart-power-strips-compatibility-and-fit-guide,Smart Power Strips: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/smart-power-strips-compatibility-and-fit-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-power-strips,ownership,smart-power-strips-ownership-cost-and-maintenance,Smart Power Strips: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/smart-power-strips-ownership-cost-and-maintenance,0,1,0%,2,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,smart-power-strips,workflow,smart-power-strips-setup-and-daily-workflow,Smart Power Strips: Setup and Daily Workflow,https://smarthome.madabase.com/guides/smart-power-strips-setup-and-daily-workflow,0,1,0%,62,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,outdoor-smart-plugs,buying,outdoor-smart-plugs-buying-guide,Outdoor Smart Plugs Buying Guide,https://smarthome.madabase.com/guides/outdoor-smart-plugs-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,outdoor-smart-plugs,comparison,outdoor-smart-plugs-vs-alternatives,Outdoor Smart Plugs vs. weather-rated timers,https://smarthome.madabase.com/guides/outdoor-smart-plugs-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,outdoor-smart-plugs,fit,outdoor-smart-plugs-compatibility-and-fit-guide,Outdoor Smart Plugs: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/outdoor-smart-plugs-compatibility-and-fit-guide,0,1,0%,38,position-21-40,query-fit-and-evidence-review,hold,rollout-complete-plus-3-days,"Mid-pack visibility on an affected host needs exact query-fit review after rollout, not a broad template rewrite."
expansion757,smarthome,recovery,outdoor-smart-plugs,ownership,outdoor-smart-plugs-ownership-cost-and-maintenance,Outdoor Smart Plugs: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/outdoor-smart-plugs-ownership-cost-and-maintenance,0,1,0%,29,position-21-40,query-fit-and-evidence-review,hold,rollout-complete-plus-3-days,"Mid-pack visibility on an affected host needs exact query-fit review after rollout, not a broad template rewrite."
expansion757,smarthome,recovery,outdoor-smart-plugs,workflow,outdoor-smart-plugs-setup-and-daily-workflow,Outdoor Smart Plugs: Setup and Daily Workflow,https://smarthome.madabase.com/guides/outdoor-smart-plugs-setup-and-daily-workflow,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,mmwave-presence-sensors,buying,mmwave-presence-sensors-buying-guide,mmWave Presence Sensors Buying Guide,https://smarthome.madabase.com/guides/mmwave-presence-sensors-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,mmwave-presence-sensors,comparison,mmwave-presence-sensors-vs-alternatives,mmWave Presence Sensors vs. PIR motion sensors,https://smarthome.madabase.com/guides/mmwave-presence-sensors-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,mmwave-presence-sensors,fit,mmwave-presence-sensors-compatibility-and-fit-guide,mmWave Presence Sensors: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/mmwave-presence-sensors-compatibility-and-fit-guide,0,1,0%,8,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,mmwave-presence-sensors,ownership,mmwave-presence-sensors-ownership-cost-and-maintenance,mmWave Presence Sensors: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/mmwave-presence-sensors-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,mmwave-presence-sensors,workflow,mmwave-presence-sensors-setup-and-daily-workflow,mmWave Presence Sensors: Setup and Daily Workflow,https://smarthome.madabase.com/guides/mmwave-presence-sensors-setup-and-daily-workflow,0,12,0%,50.17,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,smart-contact-sensors,buying,smart-contact-sensors-buying-guide,Smart Contact Sensors Buying Guide,https://smarthome.madabase.com/guides/smart-contact-sensors-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-contact-sensors,comparison,smart-contact-sensors-vs-alternatives,Smart Contact Sensors vs. motion sensors,https://smarthome.madabase.com/guides/smart-contact-sensors-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-contact-sensors,fit,smart-contact-sensors-compatibility-and-fit-guide,Smart Contact Sensors: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/smart-contact-sensors-compatibility-and-fit-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-contact-sensors,ownership,smart-contact-sensors-ownership-cost-and-maintenance,Smart Contact Sensors: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/smart-contact-sensors-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-contact-sensors,workflow,smart-contact-sensors-setup-and-daily-workflow,Smart Contact Sensors: Setup and Daily Workflow,https://smarthome.madabase.com/guides/smart-contact-sensors-setup-and-daily-workflow,0,1,0%,5,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,smart-motion-sensors,buying,smart-motion-sensors-buying-guide,Smart Motion Sensors Buying Guide,https://smarthome.madabase.com/guides/smart-motion-sensors-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-motion-sensors,comparison,smart-motion-sensors-vs-alternatives,Smart Motion Sensors vs. presence sensors,https://smarthome.madabase.com/guides/smart-motion-sensors-vs-alternatives,0,2,0%,55,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,smart-motion-sensors,fit,smart-motion-sensors-compatibility-and-fit-guide,Smart Motion Sensors: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/smart-motion-sensors-compatibility-and-fit-guide,0,4,0%,38.25,position-21-40,query-fit-and-evidence-review,hold,rollout-complete-plus-3-days,"Mid-pack visibility on an affected host needs exact query-fit review after rollout, not a broad template rewrite."
expansion757,smarthome,recovery,smart-motion-sensors,ownership,smart-motion-sensors-ownership-cost-and-maintenance,Smart Motion Sensors: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/smart-motion-sensors-ownership-cost-and-maintenance,0,1,0%,3,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,smart-motion-sensors,workflow,smart-motion-sensors-setup-and-daily-workflow,Smart Motion Sensors: Setup and Daily Workflow,https://smarthome.madabase.com/guides/smart-motion-sensors-setup-and-daily-workflow,0,1,0%,31,position-21-40,query-fit-and-evidence-review,hold,rollout-complete-plus-3-days,"Mid-pack visibility on an affected host needs exact query-fit review after rollout, not a broad template rewrite."
expansion757,smarthome,recovery,temperature-humidity-sensors,buying,temperature-humidity-sensors-buying-guide,Temperature and Humidity Sensors Buying Guide,https://smarthome.madabase.com/guides/temperature-humidity-sensors-buying-guide,0,2,0%,7,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,temperature-humidity-sensors,comparison,temperature-humidity-sensors-vs-alternatives,Temperature and Humidity Sensors vs. thermostat room sensors,https://smarthome.madabase.com/guides/temperature-humidity-sensors-vs-alternatives,0,1,0%,9,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,temperature-humidity-sensors,fit,temperature-humidity-sensors-compatibility-and-fit-guide,Temperature and Humidity Sensors: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/temperature-humidity-sensors-compatibility-and-fit-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,temperature-humidity-sensors,ownership,temperature-humidity-sensors-ownership-cost-and-maintenance,Temperature and Humidity Sensors: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/temperature-humidity-sensors-ownership-cost-and-maintenance,0,1,0%,6,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,temperature-humidity-sensors,workflow,temperature-humidity-sensors-setup-and-daily-workflow,Temperature and Humidity Sensors: Setup and Daily Workflow,https://smarthome.madabase.com/guides/temperature-humidity-sensors-setup-and-daily-workflow,0,1,0%,17,position-11-20,strengthen-evidence-after-rollout,hold,rollout-complete-plus-3-days,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,smarthome,recovery,indoor-air-quality-monitors,buying,indoor-air-quality-monitors-buying-guide,Indoor air-quality Monitors Buying Guide,https://smarthome.madabase.com/guides/indoor-air-quality-monitors-buying-guide,0,3,0%,35,position-21-40,query-fit-and-evidence-review,hold,rollout-complete-plus-3-days,"Mid-pack visibility on an affected host needs exact query-fit review after rollout, not a broad template rewrite."
expansion757,smarthome,recovery,indoor-air-quality-monitors,comparison,indoor-air-quality-monitors-vs-alternatives,Indoor air-quality Monitors vs. single-purpose particle or CO2 monitors,https://smarthome.madabase.com/guides/indoor-air-quality-monitors-vs-alternatives,0,5,0%,13,position-11-20,strengthen-evidence-after-rollout,hold,rollout-complete-plus-3-days,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,smarthome,recovery,indoor-air-quality-monitors,fit,indoor-air-quality-monitors-compatibility-and-fit-guide,Indoor air-quality Monitors: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/indoor-air-quality-monitors-compatibility-and-fit-guide,0,4,0%,5.25,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,indoor-air-quality-monitors,ownership,indoor-air-quality-monitors-ownership-cost-and-maintenance,Indoor air-quality Monitors: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/indoor-air-quality-monitors-ownership-cost-and-maintenance,0,9,0%,25.67,position-21-40,query-fit-and-evidence-review,hold,rollout-complete-plus-3-days,"Mid-pack visibility on an affected host needs exact query-fit review after rollout, not a broad template rewrite."
expansion757,smarthome,recovery,indoor-air-quality-monitors,workflow,indoor-air-quality-monitors-setup-and-daily-workflow,Indoor air-quality Monitors: Setup and Daily Workflow,https://smarthome.madabase.com/guides/indoor-air-quality-monitors-setup-and-daily-workflow,0,4,0%,59.5,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,smart-smoke-co-listeners,buying,smart-smoke-co-listeners-buying-guide,Smart Smoke and CO Listeners Buying Guide,https://smarthome.madabase.com/guides/smart-smoke-co-listeners-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-smoke-co-listeners,comparison,smart-smoke-co-listeners-vs-alternatives,Smart Smoke and CO Listeners vs. interconnected smart alarms,https://smarthome.madabase.com/guides/smart-smoke-co-listeners-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-smoke-co-listeners,fit,smart-smoke-co-listeners-compatibility-and-fit-guide,Smart Smoke and CO Listeners: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/smart-smoke-co-listeners-compatibility-and-fit-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-smoke-co-listeners,ownership,smart-smoke-co-listeners-ownership-cost-and-maintenance,Smart Smoke and CO Listeners: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/smart-smoke-co-listeners-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-smoke-co-listeners,workflow,smart-smoke-co-listeners-setup-and-daily-workflow,Smart Smoke and CO Listeners: Setup and Daily Workflow,https://smarthome.madabase.com/guides/smart-smoke-co-listeners-setup-and-daily-workflow,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-blind-motors,buying,smart-blind-motors-buying-guide,Smart Blind Motors Buying Guide,https://smarthome.madabase.com/guides/smart-blind-motors-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-blind-motors,comparison,smart-blind-motors-vs-alternatives,Smart Blind Motors vs. complete motorized shades,https://smarthome.madabase.com/guides/smart-blind-motors-vs-alternatives,0,1,0%,28,position-21-40,query-fit-and-evidence-review,hold,rollout-complete-plus-3-days,"Mid-pack visibility on an affected host needs exact query-fit review after rollout, not a broad template rewrite."
expansion757,smarthome,recovery,smart-blind-motors,fit,smart-blind-motors-compatibility-and-fit-guide,Smart Blind Motors: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/smart-blind-motors-compatibility-and-fit-guide,0,3,0%,58.33,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,smart-blind-motors,ownership,smart-blind-motors-ownership-cost-and-maintenance,Smart Blind Motors: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/smart-blind-motors-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-blind-motors,workflow,smart-blind-motors-setup-and-daily-workflow,Smart Blind Motors: Setup and Daily Workflow,https://smarthome.madabase.com/guides/smart-blind-motors-setup-and-daily-workflow,0,2,0%,68.5,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,smart-curtain-motors,buying,smart-curtain-motors-buying-guide,Smart Curtain Motors Buying Guide,https://smarthome.madabase.com/guides/smart-curtain-motors-buying-guide,0,3,0%,18.67,position-11-20,strengthen-evidence-after-rollout,hold,rollout-complete-plus-3-days,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,smarthome,recovery,smart-curtain-motors,comparison,smart-curtain-motors-vs-alternatives,Smart Curtain Motors vs. motorized curtain tracks,https://smarthome.madabase.com/guides/smart-curtain-motors-vs-alternatives,0,2,0%,9.5,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,smart-curtain-motors,fit,smart-curtain-motors-compatibility-and-fit-guide,Smart Curtain Motors: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/smart-curtain-motors-compatibility-and-fit-guide,0,2,0%,10.5,position-11-20,strengthen-evidence-after-rollout,hold,rollout-complete-plus-3-days,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,smarthome,recovery,smart-curtain-motors,ownership,smart-curtain-motors-ownership-cost-and-maintenance,Smart Curtain Motors: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/smart-curtain-motors-ownership-cost-and-maintenance,0,4,0%,4.25,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,smart-curtain-motors,workflow,smart-curtain-motors-setup-and-daily-workflow,Smart Curtain Motors: Setup and Daily Workflow,https://smarthome.madabase.com/guides/smart-curtain-motors-setup-and-daily-workflow,0,7,0%,20.14,position-21-40,query-fit-and-evidence-review,hold,rollout-complete-plus-3-days,"Mid-pack visibility on an affected host needs exact query-fit review after rollout, not a broad template rewrite."
expansion757,smarthome,recovery,smart-garage-door-controllers,buying,smart-garage-door-controllers-buying-guide,Smart garage-door Controllers Buying Guide,https://smarthome.madabase.com/guides/smart-garage-door-controllers-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-garage-door-controllers,comparison,smart-garage-door-controllers-vs-alternatives,Smart garage-door Controllers vs. complete connected openers,https://smarthome.madabase.com/guides/smart-garage-door-controllers-vs-alternatives,0,1,0%,11,position-11-20,strengthen-evidence-after-rollout,hold,rollout-complete-plus-3-days,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,smarthome,recovery,smart-garage-door-controllers,fit,smart-garage-door-controllers-compatibility-and-fit-guide,Smart garage-door Controllers: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/smart-garage-door-controllers-compatibility-and-fit-guide,0,2,0%,14.5,position-11-20,strengthen-evidence-after-rollout,hold,rollout-complete-plus-3-days,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,smarthome,recovery,smart-garage-door-controllers,ownership,smart-garage-door-controllers-ownership-cost-and-maintenance,Smart garage-door Controllers: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/smart-garage-door-controllers-ownership-cost-and-maintenance,0,1,0%,11,position-11-20,strengthen-evidence-after-rollout,hold,rollout-complete-plus-3-days,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,smarthome,recovery,smart-garage-door-controllers,workflow,smart-garage-door-controllers-setup-and-daily-workflow,Smart garage-door Controllers: Setup and Daily Workflow,https://smarthome.madabase.com/guides/smart-garage-door-controllers-setup-and-daily-workflow,0,7,0%,26,position-21-40,query-fit-and-evidence-review,hold,rollout-complete-plus-3-days,"Mid-pack visibility on an affected host needs exact query-fit review after rollout, not a broad template rewrite."
expansion757,smarthome,recovery,whole-home-energy-monitors,buying,whole-home-energy-monitors-buying-guide,Whole-home Energy Monitors Buying Guide,https://smarthome.madabase.com/guides/whole-home-energy-monitors-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,whole-home-energy-monitors,comparison,whole-home-energy-monitors-vs-alternatives,Whole-home Energy Monitors vs. circuit-level smart plugs,https://smarthome.madabase.com/guides/whole-home-energy-monitors-vs-alternatives,0,1,0%,81,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,whole-home-energy-monitors,fit,whole-home-energy-monitors-compatibility-and-fit-guide,Whole-home Energy Monitors: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/whole-home-energy-monitors-compatibility-and-fit-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,whole-home-energy-monitors,ownership,whole-home-energy-monitors-ownership-cost-and-maintenance,Whole-home Energy Monitors: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/whole-home-energy-monitors-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,whole-home-energy-monitors,workflow,whole-home-energy-monitors-setup-and-daily-workflow,Whole-home Energy Monitors: Setup and Daily Workflow,https://smarthome.madabase.com/guides/whole-home-energy-monitors-setup-and-daily-workflow,0,3,0%,52.67,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,smart-water-shutoff-valves,buying,smart-water-shutoff-valves-buying-guide,Smart Water Shutoff Valves Buying Guide,https://smarthome.madabase.com/guides/smart-water-shutoff-valves-buying-guide,0,2,0%,62.5,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,smart-water-shutoff-valves,comparison,smart-water-shutoff-valves-vs-alternatives,Smart Water Shutoff Valves vs. leak sensors without automatic shutoff,https://smarthome.madabase.com/guides/smart-water-shutoff-valves-vs-alternatives,0,13,0%,62.77,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,smart-water-shutoff-valves,fit,smart-water-shutoff-valves-compatibility-and-fit-guide,Smart Water Shutoff Valves: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/smart-water-shutoff-valves-compatibility-and-fit-guide,0,16,0%,47.94,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
